"image_id","image_url","is_primary","product_id","variant_id","alt_text","display_order","created_at"
"260","https://res.cloudinary.com/druymbf9y/image/upload/v1781668193/fashion-ai-shop/products/sweaters/u-s-polo-assn-men-stripes-green-sweater-17195.jpg","True","260","260","U.S. Polo Assn. Men Stripes Green Sweater","1","6/17/2026 10:39:31 AM"
"261","https://res.cloudinary.com/druymbf9y/image/upload/v1781668194/fashion-ai-shop/products/sweaters/spykar-men-black-sweaters-23668.jpg","True","261","261","Spykar Men Black Sweaters","1","6/17/2026 10:39:31 AM"
"262","https://res.cloudinary.com/druymbf9y/image/upload/v1781668195/fashion-ai-shop/products/sweaters/united-colors-of-benetton-men-stripes-black-sweater-19519.jpg","True","262","262","United Colors of Benetton Men Stripes Black Sweater","1","6/17/2026 10:39:31 AM"
"263","https://res.cloudinary.com/druymbf9y/image/upload/v1781668195/fashion-ai-shop/products/sweaters/turtle-stripes-men-grey-sweaters-16005.jpg","True","263","263","Turtle Stripes Men Grey Sweaters","1","6/17/2026 10:39:31 AM"
"264","https://res.cloudinary.com/druymbf9y/image/upload/v1781668196/fashion-ai-shop/products/sweaters/genesis-men-solid-maroon-sweater-20788.jpg","True","264","264","Genesis Men Solid Maroon Sweater","1","6/17/2026 10:39:31 AM"
"265","https://res.cloudinary.com/druymbf9y/image/upload/v1781668197/fashion-ai-shop/products/sweaters/jealous-21-women-solid-purple-sweaters-13520.jpg","True","265","265","Jealous 21 Women Solid Purple Sweaters","1","6/17/2026 10:39:31 AM"
"266","https://res.cloudinary.com/druymbf9y/image/upload/v1781668198/fashion-ai-shop/products/sweaters/united-colors-of-benetton-men-stripes-navy-blue-sweater-19530.jpg","True","266","266","United Colors of Benetton Men Stripes Navy Blue Sweater","1","6/17/2026 10:39:31 AM"
"267","https://res.cloudinary.com/druymbf9y/image/upload/v1781668198/fashion-ai-shop/products/sweaters/wrangler-women-scoop-navy-blue-sleeveless-sweater-20223.jpg","True","267","267","Wrangler Women Scoop Navy Blue Sleeveless Sweater","1","6/17/2026 10:39:31 AM"
"268","https://res.cloudinary.com/druymbf9y/image/upload/v1781668199/fashion-ai-shop/products/sweaters/only-women-magenta-grey-sweater-32571.jpg","True","268","268","ONLY Women Magenta & Grey Sweater","1","6/17/2026 10:39:31 AM"
"269","https://res.cloudinary.com/druymbf9y/image/upload/v1781668200/fashion-ai-shop/products/sweaters/proline-purple-striped-sweater-13799.jpg","True","269","269","Proline Purple Striped Sweater","1","6/17/2026 10:39:31 AM"
"270","https://res.cloudinary.com/druymbf9y/image/upload/v1781668201/fashion-ai-shop/products/sweaters/proline-grey-sweater-with-knitted-stripes-13786.jpg","True","270","270","Proline Grey Sweater with Knitted Stripes","1","6/17/2026 10:39:31 AM"
"271","https://res.cloudinary.com/druymbf9y/image/upload/v1781668202/fashion-ai-shop/products/sweaters/scullers-women-stripes-black-sweaters-11094.jpg","True","271","271","Scullers Women Stripes Black Sweaters","1","6/17/2026 10:39:31 AM"
"272","https://res.cloudinary.com/druymbf9y/image/upload/v1781668202/fashion-ai-shop/products/sweaters/flying-machine-men-solid-green-sweaters-14081.jpg","True","272","272","Flying Machine Men Solid Green Sweaters","1","6/17/2026 10:39:31 AM"
"273","https://res.cloudinary.com/druymbf9y/image/upload/v1781668203/fashion-ai-shop/products/sweaters/adidas-women-stripes-white-sweaters-14323.jpg","True","273","273","ADIDAS Women Stripes White Sweaters","1","6/17/2026 10:39:31 AM"
"274","https://res.cloudinary.com/druymbf9y/image/upload/v1781668204/fashion-ai-shop/products/sweatshirts/adidas-men-printed-grey-sweatshirts-15041.jpg","True","274","274","ADIDAS Men Printed Grey Sweatshirts","1","6/17/2026 10:39:31 AM"
"275","https://res.cloudinary.com/druymbf9y/image/upload/v1781668205/fashion-ai-shop/products/sweatshirts/quechua-women-fleece-black-sweatshirt-23147.jpg","True","275","275","Quechua Women Fleece Black Sweatshirt","1","6/17/2026 10:39:31 AM"
"276","https://res.cloudinary.com/druymbf9y/image/upload/v1781668206/fashion-ai-shop/products/sweatshirts/nike-men-sptcas-black-sweatshirt-17906.jpg","True","276","276","Nike Men Sptcas Black Sweatshirt","1","6/17/2026 10:39:31 AM"
"277","https://res.cloudinary.com/druymbf9y/image/upload/v1781668206/fashion-ai-shop/products/sweatshirts/wrangler-women-cowl-black-sweatshirt-20210.jpg","True","277","277","Wrangler Women Cowl Black Sweatshirt","1","6/17/2026 10:39:31 AM"
"278","https://res.cloudinary.com/druymbf9y/image/upload/v1781668207/fashion-ai-shop/products/sweatshirts/puma-men-ess-crew-grey-sweatshirt-16233.jpg","True","278","278","Puma Men Ess Crew Grey Sweatshirt","1","6/17/2026 10:39:31 AM"
"279","https://res.cloudinary.com/druymbf9y/image/upload/v1781668208/fashion-ai-shop/products/sweatshirts/puma-men-logo-hooded-blue-sweatshirt-16203.jpg","True","279","279","Puma Men Logo Hooded Blue SweatShirt","1","6/17/2026 10:39:31 AM"
"280","https://res.cloudinary.com/druymbf9y/image/upload/v1781668209/fashion-ai-shop/products/sweatshirts/adidas-men-grey-printed-sweatshirt-24307.jpg","True","280","280","ADIDAS Men Grey Printed Sweatshirt","1","6/17/2026 10:39:31 AM"
"281","https://res.cloudinary.com/druymbf9y/image/upload/v1781668210/fashion-ai-shop/products/sweatshirts/urban-yoga-women-solid-pink-sweatshirts-15370.jpg","True","281","281","Urban Yoga Women Solid Pink Sweatshirts","1","6/17/2026 10:39:31 AM"
"282","https://res.cloudinary.com/druymbf9y/image/upload/v1781668211/fashion-ai-shop/products/sweatshirts/adidas-men-black-sweatshirt-46383.jpg","True","282","282","ADIDAS Men Black Sweatshirt","1","6/17/2026 10:39:31 AM"
"283","https://res.cloudinary.com/druymbf9y/image/upload/v1781668212/fashion-ai-shop/products/sweatshirts/adidas-men-cr-ess-3sfzhood-grey-sweatshirts-13091.jpg","True","283","283","ADIDAS Men Cr_Ess 3sfzhood Grey Sweatshirts","1","6/17/2026 10:39:31 AM"
"284","https://res.cloudinary.com/druymbf9y/image/upload/v1781668213/fashion-ai-shop/products/sweatshirts/wrangler-men-falcon-navy-sweatshirt-20199.jpg","True","284","284","Wrangler Men Falcon Navy Sweatshirt","1","6/17/2026 10:39:31 AM"
"285","https://res.cloudinary.com/druymbf9y/image/upload/v1781668213/fashion-ai-shop/products/sweatshirts/nike-women-solid-purple-sweatshirt-22581.jpg","True","285","285","Nike Women Solid Purple Sweatshirt","1","6/17/2026 10:39:31 AM"
"286","https://res.cloudinary.com/druymbf9y/image/upload/v1781668214/fashion-ai-shop/products/sweatshirts/quechua-men-fleece-red-sweatshirt-23142.jpg","True","286","286","Quechua Men Fleece Red Sweatshirt","1","6/17/2026 10:39:31 AM"
"287","https://res.cloudinary.com/druymbf9y/image/upload/v1781668215/fashion-ai-shop/products/sweatshirts/quechua-women-fleece-magenta-sweatshirt-23143.jpg","True","287","287","Quechua Women  Fleece Magenta Sweatshirt","1","6/17/2026 10:39:31 AM"
"288","https://res.cloudinary.com/druymbf9y/image/upload/v1781668216/fashion-ai-shop/products/sweatshirts/adidas-women-solid-pink-sweatshirts-15027.jpg","True","288","288","ADIDAS Women Solid Pink Sweatshirts","1","6/17/2026 10:39:31 AM"
"289","https://res.cloudinary.com/druymbf9y/image/upload/v1781668216/fashion-ai-shop/products/sweatshirts/levis-men-printed-black-sweatshirts-16443.jpg","True","289","289","Levis Men Printed Black Sweatshirts","1","6/17/2026 10:39:31 AM"
"290","https://res.cloudinary.com/druymbf9y/image/upload/v1781668217/fashion-ai-shop/products/sweatshirts/urban-yoga-women-printed-black-sweatshirt-20378.jpg","True","290","290","Urban Yoga Women Printed Black Sweatshirt","1","6/17/2026 10:39:31 AM"
"291","https://res.cloudinary.com/druymbf9y/image/upload/v1781668218/fashion-ai-shop/products/sweatshirts/wrangler-men-seattle-glow-white-sweatshirt-20201.jpg","True","291","291","Wrangler Men Seattle Glow White Sweatshirt","1","6/17/2026 10:39:31 AM"
"292","https://res.cloudinary.com/druymbf9y/image/upload/v1781668220/fashion-ai-shop/products/sweatshirts/nike-men-stripes-grey-sweatshirt-22591.jpg","True","292","292","Nike Men Stripes Grey Sweatshirt","1","6/17/2026 10:39:31 AM"
"293","https://res.cloudinary.com/druymbf9y/image/upload/v1781668221/fashion-ai-shop/products/sweatshirts/nike-women-as-squad-fleece-fz-hoody-purple-sweatshirts-15623.jpg","True","293","293","Nike Women AS Squad Fleece FZ Hoody Purple Sweatshirts","1","6/17/2026 10:39:31 AM"
"294","https://res.cloudinary.com/druymbf9y/image/upload/v1781668222/fashion-ai-shop/products/sweatshirts/quechua-men-fleece-olive-sweatshirt-23139.jpg","True","294","294","Quechua Men Fleece Olive Sweatshirt","1","6/17/2026 10:39:31 AM"
"295","https://res.cloudinary.com/druymbf9y/image/upload/v1781668223/fashion-ai-shop/products/track-pants/nike-men-breakline-black-track-pants-38575.jpg","True","295","295","Nike Men Breakline Black Track Pants","1","6/17/2026 10:39:31 AM"
"296","https://res.cloudinary.com/druymbf9y/image/upload/v1781668224/fashion-ai-shop/products/track-pants/puma-women-black-core-track-pants-18869.jpg","True","296","296","Puma Women Black Core Track Pants","1","6/17/2026 10:39:31 AM"
"297","https://res.cloudinary.com/druymbf9y/image/upload/v1781668224/fashion-ai-shop/products/track-pants/adidas-men-grey-track-pants-29020.jpg","True","297","297","ADIDAS Men Grey Track Pants","1","6/17/2026 10:39:31 AM"
"298","https://res.cloudinary.com/druymbf9y/image/upload/v1781668226/fashion-ai-shop/products/track-pants/puma-ess-sweat-pants-track-pant-14392.jpg","True","298","298","Puma Ess Sweat Pants Track Pant","1","6/17/2026 10:39:32 AM"
"299","https://res.cloudinary.com/druymbf9y/image/upload/v1781668227/fashion-ai-shop/products/track-pants/proline-men-blue-track-pants-7887.jpg","True","299","299","Proline Men Blue Track Pants","1","6/17/2026 10:39:32 AM"
"300","https://res.cloudinary.com/druymbf9y/image/upload/v1781668228/fashion-ai-shop/products/track-pants/adidas-women-3s-pink-track-pants-4774.jpg","True","300","300","ADIDAS Women 3S Pink Track Pants","1","6/17/2026 10:39:32 AM"
"301","https://res.cloudinary.com/druymbf9y/image/upload/v1781668229/fashion-ai-shop/products/track-pants/adidas-men-s-long-black-capris-5027.jpg","True","301","301","ADIDAS Men's Long Black Capris","1","6/17/2026 10:39:32 AM"
"302","https://res.cloudinary.com/druymbf9y/image/upload/v1781668230/fashion-ai-shop/products/track-pants/reebok-track-pants-women-blue-1604.jpg","True","302","302","Reebok Track Pants Women Blue","1","6/17/2026 10:39:32 AM"
"303","https://res.cloudinary.com/druymbf9y/image/upload/v1781668230/fashion-ai-shop/products/track-pants/puma-men-blue-track-pants-44917.jpg","True","303","303","Puma Men Blue Track Pants","1","6/17/2026 10:39:32 AM"
"304","https://res.cloudinary.com/druymbf9y/image/upload/v1781668231/fashion-ai-shop/products/track-pants/nike-men-classic-jersey-grey-track-pants-30605.jpg","True","304","304","Nike Men Classic Jersey Grey Track Pants","1","6/17/2026 10:39:32 AM"
"305","https://res.cloudinary.com/druymbf9y/image/upload/v1781668232/fashion-ai-shop/products/track-pants/proline-men-charcoal-grey-track-pants-34203.jpg","True","305","305","Proline Men Charcoal Grey Track Pants","1","6/17/2026 10:39:32 AM"
"306","https://res.cloudinary.com/druymbf9y/image/upload/v1781668233/fashion-ai-shop/products/track-pants/adidas-men-s-foamy-striped-track-pants-2118.jpg","True","306","306","ADIDAS Men's Foamy Striped Track Pants","1","6/17/2026 10:39:32 AM"
"307","https://res.cloudinary.com/druymbf9y/image/upload/v1781668233/fashion-ai-shop/products/track-pants/nike-women-navy-blue-track-pant-43081.jpg","True","307","307","Nike Women Navy Blue Track Pant","1","6/17/2026 10:39:32 AM"
"308","https://res.cloudinary.com/druymbf9y/image/upload/v1781668234/fashion-ai-shop/products/track-pants/nike-men-grey-track-pant-25033.jpg","True","308","308","Nike Men Grey Track Pant","1","6/17/2026 10:39:32 AM"
"309","https://res.cloudinary.com/druymbf9y/image/upload/v1781668235/fashion-ai-shop/products/track-pants/urban-yoga-women-bottom-grey-track-pant-7126.jpg","True","309","309","Urban Yoga Women Bottom Grey Track Pant","1","6/17/2026 10:39:32 AM"
"310","https://res.cloudinary.com/druymbf9y/image/upload/v1781668235/fashion-ai-shop/products/track-pants/puma-women-essential-skinny-grey-track-pant-17993.jpg","True","310","310","Puma Women Essential Skinny Grey Track Pant","1","6/17/2026 10:39:32 AM"
"311","https://res.cloudinary.com/druymbf9y/image/upload/v1781668236/fashion-ai-shop/products/track-pants/nike-women-black-track-pants-30616.jpg","True","311","311","Nike Women Black Track Pants","1","6/17/2026 10:39:32 AM"
"312","https://res.cloudinary.com/druymbf9y/image/upload/v1781668237/fashion-ai-shop/products/track-pants/nike-men-charcoal-track-pants-44630.jpg","True","312","312","Nike Men Charcoal Track Pants","1","6/17/2026 10:39:32 AM"
"313","https://res.cloudinary.com/druymbf9y/image/upload/v1781668238/fashion-ai-shop/products/track-pants/adidas-women-essential-black-candy-pants-2114.jpg","True","313","313","ADIDAS Women Essential Black Candy Pants","1","6/17/2026 10:39:32 AM"
"314","https://res.cloudinary.com/druymbf9y/image/upload/v1781668239/fashion-ai-shop/products/track-pants/puma-women-s-jersey-grey-track-pant-8763.jpg","True","314","314","Puma Women's Jersey Grey Track Pant","1","6/17/2026 10:39:32 AM"
"315","https://res.cloudinary.com/druymbf9y/image/upload/v1781668239/fashion-ai-shop/products/track-pants/proline-men-grey-track-pants-26260.jpg","True","315","315","Proline Men Grey Track Pants","1","6/17/2026 10:39:32 AM"
"316","https://res.cloudinary.com/druymbf9y/image/upload/v1781668240/fashion-ai-shop/products/trousers/indigo-nation-men-id-yarn-dyed-olive-trousers-8950.jpg","True","316","316","Indigo Nation Men ID Yarn Dyed Olive Trousers","1","6/17/2026 10:39:32 AM"
"317","https://res.cloudinary.com/druymbf9y/image/upload/v1781668241/fashion-ai-shop/products/trousers/basics-men-solid-black-trousers-12220.jpg","True","317","317","Basics Men Solid Black Trousers","1","6/17/2026 10:39:32 AM"
"318","https://res.cloudinary.com/druymbf9y/image/upload/v1781668243/fashion-ai-shop/products/trousers/scullers-men-beige-trousers-27614.jpg","True","318","318","Scullers Men Beige Trousers","1","6/17/2026 10:39:32 AM"
"319","https://res.cloudinary.com/druymbf9y/image/upload/v1781668243/fashion-ai-shop/products/trousers/highlander-men-classic-chinos-beige-trousers-15687.jpg","True","319","319","Highlander Men Classic Chinos Beige Trousers","1","6/17/2026 10:39:32 AM"
"320","https://res.cloudinary.com/druymbf9y/image/upload/v1781668244/fashion-ai-shop/products/trousers/scullers-men-scul-brown-trousers-8834.jpg","True","320","320","Scullers Men Scul Brown Trousers","1","6/17/2026 10:39:32 AM"
"321","https://res.cloudinary.com/druymbf9y/image/upload/v1781668245/fashion-ai-shop/products/trousers/arrow-men-autoflex-brown-trousers-15122.jpg","True","321","321","Arrow Men  Autoflex Brown Trousers","1","6/17/2026 10:39:32 AM"
"322","https://res.cloudinary.com/druymbf9y/image/upload/v1781668246/fashion-ai-shop/products/trousers/reid-taylor-men-charcoal-trouser-39104.jpg","True","322","322","Reid & Taylor Men Charcoal Trouser","1","6/17/2026 10:39:32 AM"
"323","https://res.cloudinary.com/druymbf9y/image/upload/v1781668246/fashion-ai-shop/products/trousers/arrow-men-autoflex-black-trousers-15109.jpg","True","323","323","Arrow Men Autoflex Black Trousers","1","6/17/2026 10:39:32 AM"
"324","https://res.cloudinary.com/druymbf9y/image/upload/v1781668247/fashion-ai-shop/products/trousers/scullers-for-her-black-trousers-27905.jpg","True","324","324","Scullers For Her Black Trousers","1","6/17/2026 10:39:32 AM"
"325","https://res.cloudinary.com/druymbf9y/image/upload/v1781668248/fashion-ai-shop/products/trousers/highlander-men-khaki-trousers-26837.jpg","True","325","325","Highlander Men Khaki Trousers","1","6/17/2026 10:39:32 AM"
"326","https://res.cloudinary.com/druymbf9y/image/upload/v1781668249/fashion-ai-shop/products/trousers/peter-england-men-stripes-charcoal-trouser-16368.jpg","True","326","326","Peter England Men Stripes Charcoal Trouser","1","6/17/2026 10:39:32 AM"
"327","https://res.cloudinary.com/druymbf9y/image/upload/v1781668250/fashion-ai-shop/products/trousers/turtle-men-check-black-trousers-26383.jpg","True","327","327","Turtle Men Check Black Trousers","1","6/17/2026 10:39:32 AM"
"328","https://res.cloudinary.com/druymbf9y/image/upload/v1781668251/fashion-ai-shop/products/trousers/genesis-men-stripes-brown-trouser-16614.jpg","True","328","328","Genesis Men Stripes Brown Trouser","1","6/17/2026 10:39:32 AM"
"329","https://res.cloudinary.com/druymbf9y/image/upload/v1781668252/fashion-ai-shop/products/trousers/mark-taylor-men-solid-navy-blue-trouser-22409.jpg","True","329","329","Mark Taylor Men Solid Navy Blue Trouser","1","6/17/2026 10:39:32 AM"
"330","https://res.cloudinary.com/druymbf9y/image/upload/v1781668253/fashion-ai-shop/products/trousers/scullers-men-black-trousers-27605.jpg","True","330","330","Scullers Men Black Trousers","1","6/17/2026 10:39:32 AM"
"331","https://res.cloudinary.com/druymbf9y/image/upload/v1781668253/fashion-ai-shop/products/trousers/highlander-men-solid-black-trouser-16800.jpg","True","331","331","Highlander Men Solid Black Trouser","1","6/17/2026 10:39:32 AM"
"332","https://res.cloudinary.com/druymbf9y/image/upload/v1781668254/fashion-ai-shop/products/trousers/john-miller-men-dark-grey-trousers-26163.jpg","True","332","332","John Miller Men Dark Grey Trousers","1","6/17/2026 10:39:32 AM"
"333","https://res.cloudinary.com/druymbf9y/image/upload/v1781668255/fashion-ai-shop/products/trousers/black-coffee-men-striped-charcoal-trousers-31476.jpg","True","333","333","Black Coffee Men Striped Charcoal Trousers","1","6/17/2026 10:39:32 AM"
"334","https://res.cloudinary.com/druymbf9y/image/upload/v1781668256/fashion-ai-shop/products/trousers/highlander-men-navy-blue-trousers-26820.jpg","True","334","334","Highlander Men Navy Blue Trousers","1","6/17/2026 10:39:32 AM"
"335","https://res.cloudinary.com/druymbf9y/image/upload/v1781668257/fashion-ai-shop/products/trousers/genesis-men-black-trousers-29402.jpg","True","335","335","Genesis Men Black Trousers","1","6/17/2026 10:39:32 AM"
"336","https://res.cloudinary.com/druymbf9y/image/upload/v1781668257/fashion-ai-shop/products/trousers/arrow-men-solid-black-trousers-15113.jpg","True","336","336","Arrow Men Solid Black Trousers","1","6/17/2026 10:39:32 AM"
"337","https://res.cloudinary.com/druymbf9y/image/upload/v1781668259/fashion-ai-shop/products/tshirts/mr-men-men-s-purple-melange-t-shirt-8293.jpg","True","337","337","Mr.Men Men's Purple Melange T-shirt","1","6/17/2026 10:39:32 AM"
"338","https://res.cloudinary.com/druymbf9y/image/upload/v1781668259/fashion-ai-shop/products/tshirts/myntra-men-surf-punk-off-white-t-shirt-30307.jpg","True","338","338","Myntra Men Surf Punk Off White T-shirt","1","6/17/2026 10:39:32 AM"
"339","https://res.cloudinary.com/druymbf9y/image/upload/v1781668260/fashion-ai-shop/products/tshirts/adidas-women-s-flora-blue-t-shirt-4777.jpg","True","339","339","ADIDAS Women's Flora Blue T-shirt","1","6/17/2026 10:39:32 AM"
"340","https://res.cloudinary.com/druymbf9y/image/upload/v1781668261/fashion-ai-shop/products/tshirts/puma-women-bling-blink-tee-white-tshirts-10071.jpg","True","340","340","Puma Women bling blink tee White Tshirts","1","6/17/2026 10:39:32 AM"
"341","https://res.cloudinary.com/druymbf9y/image/upload/v1781668262/fashion-ai-shop/products/tshirts/s-oliver-women-s-tank-brown-top-6929.jpg","True","341","341","s.Oliver Women's Tank Brown Top","1","6/17/2026 10:39:32 AM"
"342","https://res.cloudinary.com/druymbf9y/image/upload/v1781668263/fashion-ai-shop/products/tshirts/united-colors-of-benetton-women-white-t-shirt-10370.jpg","True","342","342","United Colors of Benetton Women White T-shirt","1","6/17/2026 10:39:32 AM"
"343","https://res.cloudinary.com/druymbf9y/image/upload/v1781668264/fashion-ai-shop/products/tshirts/tantra-kid-s-unisex-caution-blue-kidswear-4330.jpg","True","343","343","Tantra Kid's Unisex Caution Blue Kidswear","1","6/17/2026 10:39:32 AM"
"344","https://res.cloudinary.com/druymbf9y/image/upload/v1781668264/fashion-ai-shop/products/tshirts/adidas-women-s-v-neck-with-crystal-purple-t-shirt-4784.jpg","True","344","344","ADIDAS Women's V Neck With Crystal Purple T-shirt","1","6/17/2026 10:39:32 AM"
"345","https://res.cloudinary.com/druymbf9y/image/upload/v1781668265/fashion-ai-shop/products/tshirts/classic-polo-men-s-white-t-shirt-with-navy-stripes-4541.jpg","True","345","345","Classic Polo Men's White T-shirt with Navy Stripes","1","6/17/2026 10:39:32 AM"
"346","https://res.cloudinary.com/druymbf9y/image/upload/v1781668266/fashion-ai-shop/products/tshirts/myntra-women-face-blue-t-shirt-34430.jpg","True","346","346","Myntra Women Face Blue T-shirt","1","6/17/2026 10:39:32 AM"
"347","https://res.cloudinary.com/druymbf9y/image/upload/v1781668267/fashion-ai-shop/products/tshirts/myntra-men-s-poster-white-t-shirt-4031.jpg","True","347","347","Myntra Men's Poster White T-shirt","1","6/17/2026 10:39:32 AM"
"348","https://res.cloudinary.com/druymbf9y/image/upload/v1781668267/fashion-ai-shop/products/tshirts/wrangler-women-butterfly-white-t-shirt-33564.jpg","True","348","348","Wrangler Women Butterfly White T-shirt","1","6/17/2026 10:39:32 AM"
"349","https://res.cloudinary.com/druymbf9y/image/upload/v1781668268/fashion-ai-shop/products/tshirts/lee-women-solid-black-tshirts-11784.jpg","True","349","349","Lee Women Solid Black Tshirts","1","6/17/2026 10:39:32 AM"
"350","https://res.cloudinary.com/druymbf9y/image/upload/v1781668269/fashion-ai-shop/products/tshirts/femella-women-pale-red-polo-t-shirt-52138.jpg","True","350","350","Femella Women Pale Red Polo T-Shirt","1","6/17/2026 10:39:32 AM"
"351","https://res.cloudinary.com/druymbf9y/image/upload/v1781668270/fashion-ai-shop/products/tshirts/puma-men-graphic-print-yellow-chrome-tshirt-18846.jpg","True","351","351","Puma Men Graphic Print Yellow Chrome Tshirt","1","6/17/2026 10:39:32 AM"
"352","https://res.cloudinary.com/druymbf9y/image/upload/v1781668271/fashion-ai-shop/products/tshirts/nike-men-s-bleed-blue-india-colors-t-shirt-2621.jpg","True","352","352","Nike Men's Bleed blue India Colors T-shirt","1","6/17/2026 10:39:32 AM"
"353","https://res.cloudinary.com/druymbf9y/image/upload/v1781668272/fashion-ai-shop/products/tshirts/tantra-men-s-dot-com-maroon-t-shirt-7345.jpg","True","353","353","Tantra Men's Dot Com Maroon T-shirt","1","6/17/2026 10:39:32 AM"
"354","https://res.cloudinary.com/druymbf9y/image/upload/v1781668273/fashion-ai-shop/products/tshirts/classic-polo-men-black-white-t-shirt-37984.jpg","True","354","354","Classic Polo Men Black & White T-Shirt","1","6/17/2026 10:39:32 AM"
"355","https://res.cloudinary.com/druymbf9y/image/upload/v1781668274/fashion-ai-shop/products/tshirts/nike-women-you-wish-black-t-shirt-28570.jpg","True","355","355","Nike Women You Wish Black T-shirt","1","6/17/2026 10:39:32 AM"
"356","https://res.cloudinary.com/druymbf9y/image/upload/v1781668274/fashion-ai-shop/products/tshirts/proline-men-black-polo-t-shirt-7784.jpg","True","356","356","Proline Men Black Polo T-shirt","1","6/17/2026 10:39:32 AM"
"357","https://res.cloudinary.com/druymbf9y/image/upload/v1781668275/fashion-ai-shop/products/tshirts/wrangler-men-motor-city-grey-t-shirts-10875.jpg","True","357","357","Wrangler Men Motor City Grey T-Shirts","1","6/17/2026 10:39:32 AM"
"358","https://res.cloudinary.com/druymbf9y/image/upload/v1781668276/fashion-ai-shop/products/sports-shoes/puma-men-axis-white-sports-shoes-33827.jpg","True","358","358","Puma Men Axis White Sports Shoes","1","6/17/2026 10:39:32 AM"
"359","https://res.cloudinary.com/druymbf9y/image/upload/v1781668277/fashion-ai-shop/products/track-pants/adidas-men-cress-3sswptch-grey-track-pants-9772.jpg","True","359","359","ADIDAS Men Cress 3sswptch Grey Track Pants","1","6/17/2026 10:39:32 AM"
"360","https://res.cloudinary.com/druymbf9y/image/upload/v1781668277/fashion-ai-shop/products/track-pants/puma-men-lifestyle-grey-track-pant-16216.jpg","True","360","360","Puma Men Lifestyle  Grey Track Pant","1","6/17/2026 10:39:32 AM"
"361","https://res.cloudinary.com/druymbf9y/image/upload/v1781668278/fashion-ai-shop/products/tshirts/united-colors-of-benetton-women-solid-olive-t-shirt-19557.jpg","True","361","361","United Colors of Benetton Women Solid Olive T-shirt","1","6/17/2026 10:39:32 AM"
"362","https://res.cloudinary.com/druymbf9y/image/upload/v1781668279/fashion-ai-shop/products/flip-flops/adidas-men-s-tread-black-flip-flop-6167.jpg","True","362","362","ADIDAS Men's Tread Black Flip Flop","1","6/17/2026 10:39:32 AM"
"363","https://res.cloudinary.com/druymbf9y/image/upload/v1781668279/fashion-ai-shop/products/sports-shoes/lotto-men-silver-madrid-sports-shoes-23927.jpg","True","363","363","Lotto Men Silver Madrid Sports Shoes","1","6/17/2026 10:39:32 AM"
"364","https://res.cloudinary.com/druymbf9y/image/upload/v1781668280/fashion-ai-shop/products/tshirts/u-s-polo-assn-men-striped-grey-t-shirt-19797.jpg","True","364","364","U.S. Polo Assn. Men Striped Grey T-shirt","1","6/17/2026 10:39:32 AM"
"365","https://res.cloudinary.com/druymbf9y/image/upload/v1781668281/fashion-ai-shop/products/trousers/scullers-for-her-women-tan-trousers-27901.jpg","True","365","365","Scullers For Her Women Tan Trousers","1","6/17/2026 10:39:32 AM"
"366","https://res.cloudinary.com/druymbf9y/image/upload/v1781668282/fashion-ai-shop/products/shirts/lee-men-check-blue-shirts-11716.jpg","True","366","366","Lee Men Check Blue Shirts","1","6/17/2026 10:39:32 AM"
"367","https://res.cloudinary.com/druymbf9y/image/upload/v1781668282/fashion-ai-shop/products/tshirts/puma-men-s-chevron-wording-blue-t-shirt-7948.jpg","True","367","367","Puma Men's Chevron Wording Blue T-shirt","1","6/17/2026 10:39:32 AM"
"368","https://res.cloudinary.com/druymbf9y/image/upload/v1781668283/fashion-ai-shop/products/tshirts/tantra-kid-s-unisex-good-morning-orange-kidswear-4320.jpg","True","368","368","Tantra Kid's Unisex Good Morning Orange Kidswear","1","6/17/2026 10:39:32 AM"
"369","https://res.cloudinary.com/druymbf9y/image/upload/v1781668284/fashion-ai-shop/products/tshirts/myntra-men-purple-t-shirt-34345.jpg","True","369","369","Myntra Men Purple T-shirt","1","6/17/2026 10:39:32 AM"
"370","https://res.cloudinary.com/druymbf9y/image/upload/v1781668285/fashion-ai-shop/products/dresses/avirate-black-purple-dress-59975.jpg","True","370","370","Avirate Black & Purple Dress","1","6/17/2026 10:39:32 AM"
"371","https://res.cloudinary.com/druymbf9y/image/upload/v1781668286/fashion-ai-shop/products/jackets/adidas-originals-men-solid-black-jackets-15007.jpg","True","371","371","ADIDAS Originals Men Solid Black Jackets","1","6/17/2026 10:39:32 AM"
"372","https://res.cloudinary.com/druymbf9y/image/upload/v1781668286/fashion-ai-shop/products/heels/catwalk-women-black-heels-49599.jpg","True","372","372","Catwalk Women Black Heels","1","6/17/2026 10:39:32 AM"
"373","https://res.cloudinary.com/druymbf9y/image/upload/v1781668287/fashion-ai-shop/products/shirts/wrangler-men-green-shirt-29282.jpg","True","373","373","Wrangler Men Green Shirt","1","6/17/2026 10:39:32 AM"
"374","https://res.cloudinary.com/druymbf9y/image/upload/v1781668288/fashion-ai-shop/products/jeans/wrangler-men-blue-texas-jeans-11311.jpg","True","374","374","Wrangler Men Blue Texas Jeans","1","6/17/2026 10:39:32 AM"
"375","https://res.cloudinary.com/druymbf9y/image/upload/v1781668289/fashion-ai-shop/products/sports-shoes/nike-men-s-marquis-black-shoe-6656.jpg","True","375","375","Nike Men's Marquis Black Shoe","1","6/17/2026 10:39:32 AM"
