"variant_id","sku","variant_attributes","price","stock_quantity","product_id","color","size","stock_reserved","low_stock_threshold","is_active","created_at","updated_at"
"156","VS-48499-GREY-M","{""color"":""Grey"",""size"":""M""}","399000.00","48","156","Grey","M","0","5","True","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM"
"157","VS-11306-BLUE-M","{""color"":""Blue"",""size"":""M""}","399000.00","45","157","Blue","M","0","5","True","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM"
"158","VS-13350-BLUE-M","{""color"":""Blue"",""size"":""M""}","399000.00","54","158","Blue","M","0","5","True","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM"
"159","VS-9168-BLUE-M","{""color"":""Blue"",""size"":""M""}","399000.00","71","159","Blue","M","0","5","True","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM"
"160","VS-43318-BLACK-M","{""color"":""Black"",""size"":""M""}","399000.00","29","160","Black","M","0","5","True","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM"
"161","VS-46342-BLUE-M","{""color"":""Blue"",""size"":""M""}","399000.00","51","161","Blue","M","0","5","True","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM"
"162","VS-51584-BLUE-M","{""color"":""Blue"",""size"":""M""}","399000.00","35","162","Blue","M","0","5","True","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM"
"163","VS-51365-BLUE-M","{""color"":""Blue"",""size"":""M""}","399000.00","45","163","Blue","M","0","5","True","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM"
"164","VS-31337-BLUE-M","{""color"":""Blue"",""size"":""M""}","399000.00","82","164","Blue","M","0","5","True","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM"
"165","VS-18193-BLUE-M","{""color"":""Blue"",""size"":""M""}","399000.00","36","165","Blue","M","0","5","True","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM"
"166","VS-42258-BLUE-M","{""color"":""Blue"",""size"":""M""}","399000.00","95","166","Blue","M","0","5","True","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM"
"167","VS-57072-BLUE-M","{""color"":""Blue"",""size"":""M""}","399000.00","28","167","Blue","M","0","5","True","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM"
"168","VS-51502-BLUE-M","{""color"":""Blue"",""size"":""M""}","399000.00","29","168","Blue","M","0","5","True","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM"
"169","VS-56412-CHARCOAL-M","{""color"":""Charcoal"",""size"":""M""}","299000.00","14","169","Charcoal","M","0","5","True","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM"
"170","VS-39958-BROWN-M","{""color"":""Brown"",""size"":""M""}","299000.00","79","170","Brown","M","0","5","True","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM"
"171","VS-44569-BROWN-M","{""color"":""Brown"",""size"":""M""}","299000.00","13","171","Brown","M","0","5","True","6/17/2026 10:38:12 AM","6/17/2026 10:38:12 AM"
"172","VS-6511-BROWN-M","{""color"":""Brown"",""size"":""M""}","299000.00","45","172","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"173","VS-3577-BLACK-M","{""color"":""Black"",""size"":""M""}","299000.00","66","173","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"174","VS-33657-BLACK-M","{""color"":""Black"",""size"":""M""}","299000.00","50","174","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"175","VS-32507-BLACK-M","{""color"":""Black"",""size"":""M""}","299000.00","15","175","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"176","VS-39817-BROWN-M","{""color"":""Brown"",""size"":""M""}","299000.00","25","176","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"177","VS-17960-BLACK-M","{""color"":""Black"",""size"":""M""}","299000.00","75","177","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"178","VS-20951-RED-M","{""color"":""Red"",""size"":""M""}","299000.00","57","178","Red","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"179","VS-18497-BLACK-M","{""color"":""Black"",""size"":""M""}","299000.00","38","179","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"180","VS-40314-WHITE-M","{""color"":""White"",""size"":""M""}","299000.00","98","180","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"181","VS-20794-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","299000.00","23","181","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"182","VS-22894-BROWN-M","{""color"":""Brown"",""size"":""M""}","299000.00","74","182","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"183","VS-15879-BLACK-M","{""color"":""Black"",""size"":""M""}","299000.00","81","183","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"184","VS-34524-BROWN-M","{""color"":""Brown"",""size"":""M""}","299000.00","11","184","Brown","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"185","VS-6138-GREY-M","{""color"":""Grey"",""size"":""M""}","299000.00","59","185","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"186","VS-46289-OLIVE-M","{""color"":""Olive"",""size"":""M""}","299000.00","78","186","Olive","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"187","VS-4107-BLACK-M","{""color"":""Black"",""size"":""M""}","299000.00","43","187","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"188","VS-44551-BLACK-M","{""color"":""Black"",""size"":""M""}","299000.00","89","188","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"189","VS-11962-BLACK-M","{""color"":""Black"",""size"":""M""}","299000.00","42","189","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"190","VS-20032-WHITE-M","{""color"":""White"",""size"":""M""}","249000.00","45","190","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"191","VS-57080-BLUE-M","{""color"":""Blue"",""size"":""M""}","249000.00","40","191","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"192","VS-31656-WHITE-M","{""color"":""White"",""size"":""M""}","249000.00","93","192","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"193","VS-13856-BLUE-M","{""color"":""Blue"",""size"":""M""}","249000.00","92","193","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"194","VS-10813-BLACK-M","{""color"":""Black"",""size"":""M""}","249000.00","80","194","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"195","VS-17557-BLUE-M","{""color"":""Blue"",""size"":""M""}","249000.00","20","195","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"196","VS-14715-WHITE-M","{""color"":""White"",""size"":""M""}","249000.00","68","196","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"197","VS-13886-BLACK-M","{""color"":""Black"",""size"":""M""}","249000.00","39","197","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"198","VS-39224-PINK-M","{""color"":""Pink"",""size"":""M""}","249000.00","28","198","Pink","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"199","VS-22349-GREEN-M","{""color"":""Green"",""size"":""M""}","249000.00","26","199","Green","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"200","VS-37787-BLUE-M","{""color"":""Blue"",""size"":""M""}","249000.00","14","200","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"201","VS-22405-WHITE-M","{""color"":""White"",""size"":""M""}","249000.00","94","201","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"202","VS-9250-RED-M","{""color"":""Red"",""size"":""M""}","249000.00","56","202","Red","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"203","VS-39773-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","249000.00","90","203","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"204","VS-8819-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","249000.00","89","204","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"205","VS-11146-PURPLE-M","{""color"":""Purple"",""size"":""M""}","249000.00","32","205","Purple","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"206","VS-26516-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","249000.00","49","206","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"207","VS-46396-BLUE-M","{""color"":""Blue"",""size"":""M""}","249000.00","19","207","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"208","VS-2096-GREEN-M","{""color"":""Green"",""size"":""M""}","249000.00","18","208","Green","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"209","VS-17553-GREY-M","{""color"":""Grey"",""size"":""M""}","249000.00","42","209","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"210","VS-13331-BLUE-M","{""color"":""Blue"",""size"":""M""}","249000.00","32","210","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"211","VS-9950-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","69","211","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"212","VS-4786-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","58","212","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"213","VS-32446-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","21","213","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"214","VS-26987-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","61","214","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"215","VS-4815-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","27","215","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"216","VS-26986-PURPLE-M","{""color"":""Purple"",""size"":""M""}","199000.00","28","216","Purple","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"217","VS-13344-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","62","217","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"218","VS-32429-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","80","218","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"219","VS-25029-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","31","219","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"220","VS-13285-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","53","220","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"221","VS-32426-WHITE-M","{""color"":""White"",""size"":""M""}","199000.00","84","221","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"222","VS-2187-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","199000.00","40","222","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"223","VS-41159-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","92","223","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"224","VS-7432-GREY-M","{""color"":""Grey"",""size"":""M""}","199000.00","29","224","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"225","VS-15481-BLACK-M","{""color"":""Black"",""size"":""M""}","199000.00","34","225","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"226","VS-57215-BEIGE-M","{""color"":""Beige"",""size"":""M""}","199000.00","25","226","Beige","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"227","VS-9342-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","199000.00","79","227","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"228","VS-17939-WHITE-M","{""color"":""White"",""size"":""M""}","199000.00","63","228","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"229","VS-45488-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","199000.00","71","229","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"230","VS-21431-WHITE-M","{""color"":""White"",""size"":""M""}","199000.00","45","230","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"231","VS-29690-CHARCOAL-M","{""color"":""Charcoal"",""size"":""M""}","199000.00","46","231","Charcoal","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"232","VS-15415-BLACK-M","{""color"":""Black"",""size"":""M""}","899000.00","98","232","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"233","VS-4995-WHITE-M","{""color"":""White"",""size"":""M""}","899000.00","95","233","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"234","VS-44227-SILVER-M","{""color"":""Silver"",""size"":""M""}","899000.00","95","234","Silver","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"235","VS-5357-RED-M","{""color"":""Red"",""size"":""M""}","899000.00","22","235","Red","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"236","VS-4569-WHITE-M","{""color"":""White"",""size"":""M""}","899000.00","54","236","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"237","VS-19302-BLACK-M","{""color"":""Black"",""size"":""M""}","899000.00","38","237","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"238","VS-4475-SILVER-M","{""color"":""Silver"",""size"":""M""}","899000.00","23","238","Silver","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"239","VS-9384-WHITE-M","{""color"":""White"",""size"":""M""}","899000.00","10","239","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"240","VS-17845-WHITE-M","{""color"":""White"",""size"":""M""}","899000.00","33","240","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"241","VS-36219-GREY-M","{""color"":""Grey"",""size"":""M""}","899000.00","62","241","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"242","VS-5712-SILVER-M","{""color"":""Silver"",""size"":""M""}","899000.00","43","242","Silver","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"243","VS-6673-WHITE-M","{""color"":""White"",""size"":""M""}","899000.00","86","243","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"244","VS-9394-GREY-M","{""color"":""Grey"",""size"":""M""}","899000.00","66","244","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"245","VS-7826-WHITE-M","{""color"":""White"",""size"":""M""}","899000.00","37","245","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"246","VS-32188-BLUE-M","{""color"":""Blue"",""size"":""M""}","899000.00","22","246","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"247","VS-10161-WHITE-M","{""color"":""White"",""size"":""M""}","899000.00","43","247","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"248","VS-26448-BLACK-M","{""color"":""Black"",""size"":""M""}","899000.00","48","248","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"249","VS-54540-GREY-M","{""color"":""Grey"",""size"":""M""}","899000.00","44","249","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"250","VS-39673-WHITE-M","{""color"":""White"",""size"":""M""}","899000.00","48","250","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"251","VS-4511-WHITE-M","{""color"":""White"",""size"":""M""}","899000.00","80","251","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"252","VS-7604-YELLOW-M","{""color"":""Yellow"",""size"":""M""}","899000.00","62","252","Yellow","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"253","VS-9946-BLACK-M","{""color"":""Black"",""size"":""M""}","449000.00","98","253","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"254","VS-20218-CHARCOAL-M","{""color"":""Charcoal"",""size"":""M""}","449000.00","71","254","Charcoal","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"255","VS-14993-GREY-M","{""color"":""Grey"",""size"":""M""}","449000.00","17","255","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"256","VS-23068-BLUE-M","{""color"":""Blue"",""size"":""M""}","449000.00","79","256","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"257","VS-18627-RED-M","{""color"":""Red"",""size"":""M""}","449000.00","63","257","Red","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"258","VS-20303-PURPLE-M","{""color"":""Purple"",""size"":""M""}","449000.00","72","258","Purple","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"259","VS-12917-WHITE-M","{""color"":""White"",""size"":""M""}","449000.00","59","259","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"260","VS-17195-GREEN-M","{""color"":""Green"",""size"":""M""}","449000.00","24","260","Green","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"261","VS-23668-BLACK-M","{""color"":""Black"",""size"":""M""}","449000.00","96","261","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"262","VS-19519-BLACK-M","{""color"":""Black"",""size"":""M""}","449000.00","56","262","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"263","VS-16005-GREY-M","{""color"":""Grey"",""size"":""M""}","449000.00","13","263","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"264","VS-20788-MAROON-M","{""color"":""Maroon"",""size"":""M""}","449000.00","61","264","Maroon","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"265","VS-13520-PURPLE-M","{""color"":""Purple"",""size"":""M""}","449000.00","80","265","Purple","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"266","VS-19530-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","449000.00","43","266","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"267","VS-20223-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","449000.00","42","267","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"268","VS-32571-GREY-M","{""color"":""Grey"",""size"":""M""}","449000.00","93","268","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"269","VS-13799-PURPLE-M","{""color"":""Purple"",""size"":""M""}","449000.00","96","269","Purple","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"270","VS-13786-GREY-M","{""color"":""Grey"",""size"":""M""}","449000.00","55","270","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"271","VS-11094-BLACK-M","{""color"":""Black"",""size"":""M""}","449000.00","71","271","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"272","VS-14081-GREEN-M","{""color"":""Green"",""size"":""M""}","449000.00","41","272","Green","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"273","VS-14323-WHITE-M","{""color"":""White"",""size"":""M""}","449000.00","92","273","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"274","VS-15041-GREY-M","{""color"":""Grey"",""size"":""M""}","399000.00","94","274","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"275","VS-23147-BLACK-M","{""color"":""Black"",""size"":""M""}","399000.00","69","275","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"276","VS-17906-BLACK-M","{""color"":""Black"",""size"":""M""}","399000.00","40","276","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"277","VS-20210-BLACK-M","{""color"":""Black"",""size"":""M""}","399000.00","82","277","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"278","VS-16233-GREY-M","{""color"":""Grey"",""size"":""M""}","399000.00","39","278","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"279","VS-16203-BLUE-M","{""color"":""Blue"",""size"":""M""}","399000.00","59","279","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"280","VS-24307-GREY-M","{""color"":""Grey"",""size"":""M""}","399000.00","39","280","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"281","VS-15370-PINK-M","{""color"":""Pink"",""size"":""M""}","399000.00","48","281","Pink","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"282","VS-46383-BLACK-M","{""color"":""Black"",""size"":""M""}","399000.00","33","282","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"283","VS-13091-GREY-M","{""color"":""Grey"",""size"":""M""}","399000.00","75","283","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"284","VS-20199-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","399000.00","54","284","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"285","VS-22581-PURPLE-M","{""color"":""Purple"",""size"":""M""}","399000.00","48","285","Purple","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"286","VS-23142-RED-M","{""color"":""Red"",""size"":""M""}","399000.00","16","286","Red","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"287","VS-23143-MAGENTA-M","{""color"":""Magenta"",""size"":""M""}","399000.00","47","287","Magenta","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"288","VS-15027-PINK-M","{""color"":""Pink"",""size"":""M""}","399000.00","16","288","Pink","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"289","VS-16443-BLACK-M","{""color"":""Black"",""size"":""M""}","399000.00","36","289","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"290","VS-20378-BLACK-M","{""color"":""Black"",""size"":""M""}","399000.00","83","290","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"291","VS-20201-WHITE-M","{""color"":""White"",""size"":""M""}","399000.00","96","291","White","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"292","VS-22591-GREY-M","{""color"":""Grey"",""size"":""M""}","399000.00","52","292","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"293","VS-15623-PURPLE-M","{""color"":""Purple"",""size"":""M""}","399000.00","11","293","Purple","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"294","VS-23139-OLIVE-M","{""color"":""Olive"",""size"":""M""}","399000.00","72","294","Olive","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"295","VS-38575-BLACK-M","{""color"":""Black"",""size"":""M""}","299000.00","83","295","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"296","VS-18869-BLACK-M","{""color"":""Black"",""size"":""M""}","299000.00","63","296","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"297","VS-29020-GREY-M","{""color"":""Grey"",""size"":""M""}","299000.00","40","297","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"298","VS-14392-BLACK-M","{""color"":""Black"",""size"":""M""}","299000.00","14","298","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"299","VS-7887-BLUE-M","{""color"":""Blue"",""size"":""M""}","299000.00","37","299","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"300","VS-4774-PINK-M","{""color"":""Pink"",""size"":""M""}","299000.00","11","300","Pink","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"301","VS-5027-BLACK-M","{""color"":""Black"",""size"":""M""}","299000.00","19","301","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"302","VS-1604-BLUE-M","{""color"":""Blue"",""size"":""M""}","299000.00","49","302","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"303","VS-44917-BLUE-M","{""color"":""Blue"",""size"":""M""}","299000.00","74","303","Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"304","VS-30605-GREY-M","{""color"":""Grey"",""size"":""M""}","299000.00","77","304","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"305","VS-34203-CHARCOAL-M","{""color"":""Charcoal"",""size"":""M""}","299000.00","16","305","Charcoal","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"306","VS-2118-BLACK-M","{""color"":""Black"",""size"":""M""}","299000.00","47","306","Black","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"307","VS-43081-NAVY-BLUE-M","{""color"":""Navy Blue"",""size"":""M""}","299000.00","95","307","Navy Blue","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"308","VS-25033-GREY-M","{""color"":""Grey"",""size"":""M""}","299000.00","89","308","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"309","VS-7126-GREY-M","{""color"":""Grey"",""size"":""M""}","299000.00","33","309","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
"310","VS-17993-GREY-M","{""color"":""Grey"",""size"":""M""}","299000.00","90","310","Grey","M","0","5","True","6/17/2026 10:38:13 AM","6/17/2026 10:38:13 AM"
